4,6,Euclidean,32,737
4,7,Depth First Search,64,731
4,7,Random Walk,64,535
4,7,Euclidean,64,731
4,8,Depth First Search,55,940
4,8,Random Walk,55,640
4,8,Euclidean,55,940
4,9,Depth First Search,27,596
4,9,Random Walk,27,1156
4,9,Euclidean,27,596
5,0,Depth First Search,58,941
5,0,Random Walk,58,673
5,0,Euclidean,58,941
5,1,Depth First Search,35,292
5,1,Random Walk,35,1018
5,1,Euclidean,35,292
5,2,Depth First Search,20,1155
5,2,Random Walk,20,91
5,2,Euclidean,20,1155
5,3,Depth First Search,52,1097
5,3,Random Walk,52,1079
5,3,Euclidean,52,1097
5,4,Depth First Search,12,13
5,4,Random Walk,12,39
5,4,Euclidean,12,13
5,5,Depth First Search,6,5
5,5,Random Walk,6,19
5,5,Euclidean,6,5
5,6,Depth First Search,44,601
5,6,Random Walk,44,891
5,6,Euclidean,44,601
5,7,Depth First Search,59,306
5,7,Random Walk,59,846
5,7,Euclidean,59,306
5,8,Depth First Search,12,37
5,8,Random Walk,12,443
5,8,Euclidean,12,37
5,9,Depth First Search,50,447
5,9,Random Walk,50,419
5,9,Euclidean,50,447
6,0,Depth First Search,24,1223
6,0,Random Walk,24,593
6,0,Euclidean,24,1223
6,1,Depth First Search,40,543
6,1,Random Walk,40,1049
6,1,Euclidean,40,543
6,2,Depth First Search,58,661
6,2,Random Walk,58,995
6,2,Euclidean,58,661
6,3,Depth First Search,38,297
6,3,Random Walk,38,831
6,3,Euclidean,38,297
6,4,Depth First Search,15,184
6,4,Random Walk,15,96
6,4,Euclidean,15,184
6,5,Depth First Search,21,574
6,5,Random Walk,21,208
6,5,Euclidean,21,574
6,6,Depth First Search,25,1114
6,6,Random Walk,25,604
6,6,Euclidean,25,1114
6,7,Depth First Search,30,221
6,7,Random Walk,30,1131
6,7,Euclidean,30,221
6,8,Depth First Search,20,631
6,8,Random Walk,20,463
6,8,Euclidean,20,631
6,9,Depth First Search,5,28
6,9,Random Walk,5,16
6,9,Euclidean,5,28
7,0,Depth First Search,14,39
7,0,Random Walk,14,1193
7,0,Euclidean,14,39
7,1,Depth First Search,23,332
7,1,Random Walk,23,274
7,1,Euclidean,23,332
7,2,Depth First Search,43,684
7,2,Random Walk,43,914
7,2,Euclidean,43,684
7,3,Depth First Search,35,1130
7,3,Random Walk,35,742
7,3,Euclidean,35,1130
7,4,Depth First Search,17,256
7,4,Random Walk,17,262
7,4,Euclidean,17,256
7,5,Depth First Search,22,1015
7,5,Random Walk,22,881
7,5,Euclidean,22,1015
7,6,Depth First Search,43,772
7,6,Random Walk,43,518
7,6,Euclidean,43,772
7,7,Depth First Search,32,323
7,7,Random Walk,32,1167
7,7,Euclidean,32,323
7,8,Depth First Search,69,964
7,8,Random Walk,69,610
7,8,Euclidean,69,964
7,9,Depth First Search,26,45
7,9,Random Walk,26,161
7,9,Euclidean,26,45
8,0,Depth First Search,49,848
8,0,Random Walk,49,754
8,0,Euclidean,49,848
8,1,Depth First Search,40,317
8,1,Random Walk,40,953
8,1,Euclidean,40,317
8,2,Depth First Search,39,396
8,2,Random Walk,39,776
8,2,Euclidean,39,396
8,3,Depth First Search,73,684
8,3,Random Walk,73,556
8,3,Euclidean,73,684
8,4,Depth First Search,44,1027
8,4,Random Walk,44,931
8,4,Euclidean,44,1027
8,5,Depth First Search,41,582
8,5,Random Walk,41,778
8,5,Euclidean,41,582
8,6,Depth First Search,16,1045
8,6,Random Walk,16,1043
8,6,Euclidean,16,1045
8,7,Depth First Search,59,442
8,7,Random Walk,59,224
8,7,Euclidean,59,442
8,8,Depth First Search,16,37
8,8,Random Walk,16,23
8,8,Euclidean,16,37
8,9,Depth First Search,52,647
8,9,Random Walk,52,561
8,9,Euclidean,52,647
9,0,Depth First Search,69,812
9,0,Random Walk,69,684
9,0,Euclidean,69,812
9,1,Depth First Search,72,739
9,1,Random Walk,72,751
9,1,Euclidean,72,739
9,2,Depth First Search,73,552
9,2,Random Walk,73,528
9,2,Euclidean,73,552
9,3,Depth First Search,30,555
9,3,Random Walk,30,855
9,3,Euclidean,30,555
9,4,Depth First Search,47,632
9,4,Random Walk,47,218
9,4,Euclidean,47,632
9,5,Depth First Search,48,497
9,5,Random Walk,48,755
9,5,Euclidean,48,497
9,6,Depth First Search,64,763
9,6,Random Walk,64,585
9,6,Euclidean,64,763
9,7,Depth First Search,2,39
9,7,Random Walk,2,39
9,7,Euclidean,2,39
9,8,Depth First Search,46,617
9,8,Random Walk,46,567
9,8,Euclidean,46,617
9,9,Depth First Search,43,768
9,9,Random Walk,43,970
9,9,Euclidean,43,768
10,0,Depth First Search,49,396
10,0,Random Walk,49,390
10,0,Euclidean,49,396
10,1,Depth First Search,29,204
10,1,Random Walk,29,416
10,1,Euclidean,29,204
10,2,Depth First Search,43,884
10,2,Random Walk,43,904
10,2,Euclidean,43,884
10,3,Depth First Search,41,460
10,3,Random Walk,41,362
10,3,Euclidean,41,460
10,4,Depth First Search,49,880
10,4,Random Walk,49,702
10,4,Euclidean,49,880
10,5,Depth First Search,29,336
10,5,Random Walk,29,252
10,5,Euclidean,29,336
10,6,Depth First Search,43,890
10,6,Random Walk,43,462
10,6,Euclidean,43,890
10,7,Depth First Search,53,420
10,7,Random Walk,53,350
10,7,Euclidean,53,420
10,8,Depth First Search,47,1100
10,8,Random Walk,47,124
10,8,Euclidean,47,1100
10,9,Depth First Search,47,578
10,9,Random Walk,47,782
10,9,Euclidean,47,578
11,0,Depth First Search,38,791
11,0,Random Walk,38,465
11,0,Euclidean,38,791
11,1,Depth First Search,50,895
11,1,Random Walk,50,397
11,1,Euclidean,50,895
11,2,Depth First Search,8,55
11,2,Random Walk,8,1233
11,2,Euclidean,8,55
11,3,Depth First Search,58,423
11,3,Random Walk,58,831
11,3,Euclidean,58,423
11,4,Depth First Search,5,6
11,4,Random Walk,5,8
11,4,Euclidean,5,6
11,5,Depth First Search,8,29
11,5,Random Walk,8,23
11,5,Euclidean,8,29
11,6,Depth First Search,9,264
11,6,Random Walk,9,40
11,6,Euclidean,9,264
11,7,Depth First Search,35,680
11,7,Random Walk,35,992
11,7,Euclidean,35,680
11,8,Depth First Search,11,156
11,8,Random Walk,11,146
11,8,Euclidean,11,156
11,9,Depth First Search,44,439
11,9,Random Walk,44,377
11,9,Euclidean,44,439
12,0,Depth First Search,29,752
12,0,Random Walk,29,666
12,0,Euclidean,29,752
12,1,Depth First Search,35,434
12,1,Random Walk,35,368
12,1,Euclidean,35,434
12,2,Depth First Search,62,589
12,2,Random Walk,62,641
12,2,Euclidean,62,589
12,3,Depth First Search,23,570
12,3,Random Walk,23,1038
12,3,Euclidean,23,570
12,4,Depth First Search,30,445
12,4,Random Walk,30,257
12,4,Euclidean,30,445
12,5,Depth First Search,7,64
12,5,Random Walk,7,46
12,5,Euclidean,7,64
12,6,Depth First Search,36,1053
12,6,Random Walk,36,343
12,6,Euclidean,36,1053
12,7,Depth First Search,47,632
12,7,Random Walk,47,170
12,7,Euclidean,47,632
12,8,Depth First Search,11,370
12,8,Random Walk,11,1068
12,8,Euclidean,11,370
12,9,Depth First Search,21,88
12,9,Random Walk,21,34
12,9,Euclidean,21,88
13,0,Depth First Search,18,645
13,0,Random Walk,18,135
13,0,Euclidean,18,645
13,1,Depth First Search,30,1171
13,1,Random Walk,30,1089
13,1,Euclidean,30,1171
13,2,Depth First Search,47,950
13,2,Random Walk,47,1050
13,2,Euclidean,47,950
13,3,Depth First Search,71,758
13,3,Random Walk,71,484
13,3,Euclidean,71,758
13,4,Depth First Search,17,1086
13,4,Random Walk,17,1074
13,4,Euclidean,17,1086
13,5,Depth First Search,13,102
13,5,Random Walk,13,104
13,5,Euclidean,13,102
13,6,Depth First Search,25,1026
13,6,Random Walk,25,972
13,6,Euclidean,25,1026
13,7,Depth First Search,28,1193
13,7,Random Walk,28,1001
13,7,Euclidean,28,1193
13,8,Depth First Search,52,1071
13,8,Random Walk,52,361
13,8,Euclidean,52,1071
13,9,Depth First Search,21,622
13,9,Random Walk,21,120
13,9,Euclidean,21,622
14,0,Depth First Search,22,705
14,0,Random Walk,22,817
14,0,Euclidean,22,705
14,1,Depth First Search,25,886
14,1,Random Walk,25,540
14,1,Euclidean,25,886
14,2,Depth First Search,37,544
14,2,Random Walk,37,652
14,2,Euclidean,37,544
14,3,Depth First Search,5,1164
14,3,Random Walk,5,1162
14,3,Euclidean,5,1164
14,4,Depth First Search,21,946
14,4,Random Walk,21,302
14,4,Euclidean,21,946
14,5,Depth First Search,29,742
14,5,Random Walk,29,414
14,5,Euclidean,29,742
14,6,Depth First Search,41,498
14,6,Random Walk,41,1026
14,6,Euclidean,41,498
14,7,Depth First Search,40,241
14,7,Random Walk,40,971
14,7,Euclidean,40,241
14,8,Depth First Search,34,301
14,8,Random Walk,34,843
14,8,Euclidean,34,301
14,9,Depth First Search,34,389
14,9,Random Walk,34,941
14,9,Euclidean,34,389
15,0,Depth First Search,19,74
15,0,Random Walk,19,1168
15,0,Euclidean,19,74
15,1,Depth First Search,44,1143
15,1,Random Walk,44,603
15,1,Euclidean,44,1143
15,2,Depth First Search,36,787
15,2,Random Walk,36,413
15,2,Euclidean,36,787
15,3,Depth First Search,54,1107
15,3,Random Walk,54,517
15,3,Euclidean,54,1107
15,4,Depth First Search,38,501
15,4,Random Walk,38,735
15,4,Euclidean,38,501
15,5,Depth First Search,22,1199
15,5,Random Walk,22,1075
15,5,Euclidean,22,1199
15,6,Depth First Search,6,81
15,6,Random Walk,6,1047
15,6,Euclidean,6,81
15,7,Depth First Search,46,433
15,7,Random Walk,46,809
15,7,Euclidean,46,433
15,8,Depth First Search,32,119
15,8,Random Walk,32,1121
15,8,Euclidean,32,119
15,9,Depth First Search,27,794
15,9,Random Walk,27,558
15,9,Euclidean,27,794
16,0,Depth First Search,33,1212
16,0,Random Walk,33,408
16,0,Euclidean,33,1212
16,1,Depth First Search,23,1092
16,1,Random Walk,23,136
16,1,Euclidean,23,1092
16,2,Depth First Search,50,425
16,2,Random Walk,50,793
16,2,Euclidean,50,425
16,3,Depth First Search,43,694
16,3,Random Walk,43,184
16,3,Euclidean,43,694
16,4,Depth First Search,54,787
16,4,Random Walk,54,475
16,4,Euclidean,54,787
16,5,Depth First Search,32,467
16,5,Random Walk,32,245
16,5,Euclidean,32,467
16,6,Depth First Search,58,349
16,6,Random Walk,58,817
16,6,Euclidean,58,349
16,7,Depth First Search,37,390
16,7,Random Walk,37,964
16,7,Euclidean,37,390
16,8,Depth First Search,33,278
16,8,Random Walk,33,640
16,8,Euclidean,33,278
16,9,Depth First Search,36,797
16,9,Random Walk,36,553
16,9,Euclidean,36,797
17,0,Depth First Search,32,801
17,0,Random Walk,32,249
17,0,Euclidean,32,801
17,1,Depth First Search,32,791
17,1,Random Walk,32,771
17,1,Euclidean,32,791
17,2,Depth First Search,39,610
17,2,Random Walk,39,746
17,2,Euclidean,39,610
17,3,Depth First Search,46,711
17,3,Random Walk,46,949
17,3,Euclidean,46,711
17,4,Depth First Search,37,920
17,4,Random Walk,37,446
17,4,Euclidean,37,920
17,5,Depth First Search,41,1180
17,5,Random Walk,41,1060
17,5,Euclidean,41,1180
17,6,Depth First Search,20,221
17,6,Random Walk,20,205
17,6,Euclidean,20,221
17,7,Depth First Search,43,910
17,7,Random Walk,43,284
17,7,Euclidean,43,910
17,8,Depth First Search,29,486
17,8,Random Walk,29,692
17,8,Euclidean,29,486
17,9,Depth First Search,18,737
17,9,Random Walk,18,1107
17,9,Euclidean,18,737
18,0,Depth First Search,9,304
18,0,Random Walk,9,1236
18,0,Euclidean,9,304
18,1,Depth First Search,7,1208
18,1,Random Walk,7,1186
18,1,Euclidean,7,1208
18,2,Depth First Search,10,125
18,2,Random Walk,10,11
18,2,Euclidean,10,125
18,3,Depth First Search,16,41
18,3,Random Walk,16,41
18,3,Euclidean,16,41
18,4,Depth First Search,33,980
18,4,Random Walk,33,228
18,4,Euclidean,33,980
18,5,Depth First Search,34,531
18,5,Random Walk,34,613
18,5,Euclidean,34,531
18,6,Depth First Search,12,913
18,6,Random Walk,12,427
18,6,Euclidean,12,913
18,7,Depth First Search,76,751
18,7,Random Walk,76,827
18,7,Euclidean,76,751
18,8,Depth First Search,48,967
18,8,Random Walk,48,159
18,8,Euclidean,48,967
18,9,Depth First Search,36,521
18,9,Random Walk,36,611
18,9,Euclidean,36,521
19,0,Depth First Search,21,244
19,0,Random Walk,21,956
19,0,Euclidean,21,244
19,1,Depth First Search,63,782
19,1,Random Walk,63,724
19,1,Euclidean,63,782
19,2,Depth First Search,20,1071
19,2,Random Walk,20,149
19,2,Euclidean,20,1071
19,3,Depth First Search,21,498
19,3,Random Walk,21,632
19,3,Euclidean,21,498
19,4,Depth First Search,49,460
19,4,Random Walk,49,862
19,4,Euclidean,49,460
19,5,Depth First Search,58,579
19,5,Random Walk,58,769
19,5,Euclidean,58,579
19,6,Depth First Search,38,967
19,6,Random Walk,38,419
19,6,Euclidean,38,967
19,7,Depth First Search,49,1110
19,7,Random Walk,49,726
19,7,Euclidean,49,1110
19,8,Depth First Search,31,306
19,8,Random Walk,31,360
19,8,Euclidean,31,306
19,9,Depth First Search,21,186
19,9,Random Walk,21,158
19,9,Euclidean,21,186
20,0,Depth First Search,34,433
20,0,Random Walk,34,853
20,0,Euclidean,34,433
20,1,Depth First Search,53,486
20,1,Random Walk,53,378
20,1,Euclidean,53,486
20,2,Depth First Search,20,1001
20,2,Random Walk,20,159
20,2,Euclidean,20,1001
20,3,Depth First Search,20,149
20,3,Random Walk,20,157
20,3,Euclidean,20,149
20,4,Depth First Search,45,784
20,4,Random Walk,45,1116
20,4,Euclidean,45,784
20,5,Depth First Search,56,623
20,5,Random Walk,56,703
20,5,Euclidean,56,623
20,6,Depth First Search,42,523
20,6,Random Walk,42,493
20,6,Euclidean,42,523
20,7,Depth First Search,14,73
20,7,Random Walk,14,1209
20,7,Euclidean,14,73
20,8,Depth First Search,4,3
20,8,Random Walk,4,3
20,8,Euclidean,4,3
20,9,Depth First Search,38,149
20,9,Random Walk,38,1087
20,9,Euclidean,38,149
21,0,Depth First Search,32,363
21,0,Random Walk,32,243
21,0,Euclidean,32,363
21,1,Depth First Search,17,766
21,1,Random Walk,17,446
21,1,Euclidean,17,766
21,2,Depth First Search,18,153
21,2,Random Walk,18,991
21,2,Euclidean,18,153
21,3,Depth First Search,43,730
21,3,Random Walk,43,928
21,3,Euclidean,43,730
21,4,Depth First Search,54,713
21,4,Random Walk,54,413
21,4,Euclidean,54,713
21,5,Depth First Search,60,859
21,5,Random Walk,60,379
21,5,Euclidean,60,859
21,6,Depth First Search,42,363
21,6,Random Walk,42,885
21,6,Euclidean,42,363
21,7,Depth First Search,19,390
21,7,Random Walk,19,410
21,7,Euclidean,19,390
21,8,Depth First Search,59,818
21,8,Random Walk,59,678
21,8,Euclidean,59,818
21,9,Depth First Search,33,152
21,9,Random Walk,33,106
21,9,Euclidean,33,152
22,0,Depth First Search,45,1064
22,0,Random Walk,45,928
22,0,Euclidean,45,1064
22,1,Depth First Search,25,878
22,1,Random Walk,25,380
22,1,Euclidean,25,878
22,2,Depth First Search,18,33
22,2,Random Walk,18,125
22,2,Euclidean,18,33
22,3,Depth First Search,53,558
22,3,Random Walk,53,580
22,3,Euclidean,53,558
22,4,Depth First Search,7,144
22,4,Random Walk,7,136
22,4,Euclidean,7,144
22,5,Depth First Search,70,977
22,5,Random Walk,70,611
22,5,Euclidean,70,977
22,6,Depth First Search,16,39
22,6,Random Walk,16,1121
22,6,Euclidean,16,39
22,7,Depth First Search,19,212
22,7,Random Walk,19,1102
22,7,Euclidean,19,212
22,8,Depth First Search,5,1240
22,8,Random Walk,5,1240
22,8,Euclidean,5,1240
22,9,Depth First Search,68,795
22,9,Random Walk,68,667
22,9,Euclidean,68,795
23,0,Depth First Search,24,1197
23,0,Random Walk,24,887
23,0,Euclidean,24,1197
23,1,Depth First Search,47,318
23,1,Random Walk,47,428
23,1,Euclidean,47,318
23,2,Depth First Search,39,756
23,2,Random Walk,39,238
23,2,Euclidean,39,756
23,3,Depth First Search,50,533
23,3,Random Walk,50,701
23,3,Euclidean,50,533
23,4,Depth First Search,5,4
23,4,Random Walk,5,1204
23,4,Euclidean,5,4
23,5,Depth First Search,16,1077
23,5,Random Walk,16,59
23,5,Euclidean,16,1077
23,6,Depth First Search,41,1128
23,6,Random Walk,41,816
23,6,Euclidean,41,1128
23,7,Depth First Search,17,1110
23,7,Random Walk,17,1042
23,7,Euclidean,17,1110
23,8,Depth First Search,37,186
23,8,Random Walk,37,1024
23,8,Euclidean,37,186
23,9,Depth First Search,69,1058
23,9,Random Walk,69,840
23,9,Euclidean,69,1058
24,0,Depth First Search,25,1042
24,0,Random Walk,25,666
24,0,Euclidean,25,1042
24,1,Depth First Search,16,1063
24,1,Random Walk,16,1077
24,1,Euclidean,16,1063
24,2,Depth First Search,40,179
24,2,Random Walk,40,197
24,2,Euclidean,40,179
24,3,Depth First Search,40,713
24,3,Random Walk,40,273
24,3,Euclidean,40,713
24,4,Depth First Search,20,697
24,4,Random Walk,20,1041
24,4,Euclidean,20,697
24,5,Depth First Search,32,831
24,5,Random Walk,32,955
24,5,Euclidean,32,831
24,6,Depth First Search,22,311
24,6,Random Walk,22,331
24,6,Euclidean,22,311
24,7,Depth First Search,18,181
24,7,Random Walk,18,133
24,7,Euclidean,18,181
24,8,Depth First Search,17,68
24,8,Random Walk,17,1204
24,8,Euclidean,17,68
24,9,Depth First Search,12,949
24,9,Random Walk,12,375
24,9,Euclidean,12,949
25,0,Depth First Search,61,258
25,0,Random Walk,61,642
25,0,Euclidean,61,258
25,1,Depth First Search,42,101
25,1,Random Walk,42,779
25,1,Euclidean,42,101
25,2,Depth First Search,38,825
25,2,Random Walk,38,249
25,2,Euclidean,38,825
25,3,Depth First Search,53,844
25,3,Random Walk,53,210
25,3,Euclidean,53,844
25,4,Depth First Search,30,73
25,4,Random Walk,30,975
25,4,Euclidean,30,73
25,5,Depth First Search,46,511
25,5,Random Walk,46,525
25,5,Euclidean,46,511
25,6,Depth First Search,32,275
25,6,Random Walk,32,269
25,6,Euclidean,32,275
25,7,Depth First Search,32,379
25,7,Random Walk,32,481
25,7,Euclidean,32,379
25,8,Depth First Search,31,760
25,8,Random Walk,31,1138
25,8,Euclidean,31,760
25,9,Depth First Search,31,566
25,9,Random Walk,31,620
25,9,Euclidean,31,566
26,0,Depth First Search,39,1080
26,0,Random Walk,39,1054
26,0,Euclidean,39,1080
26,1,Depth First Search,29,394
26,1,Random Walk,29,278
26,1,Euclidean,29,394
26,2,Depth First Search,24,897
26,2,Random Walk,24,411
26,2,Euclidean,24,897
26,3,Depth First Search,27,510
26,3,Random Walk,27,778
26,3,Euclidean,27,510
26,4,Depth First Search,38,863
26,4,Random Walk,38,959
26,4,Euclidean,38,863
26,5,Depth First Search,27,1032
26,5,Random Walk,27,658
26,5,Euclidean,27,1032
26,6,Depth First Search,50,569
26,6,Random Walk,50,693
26,6,Euclidean,50,569
26,7,Depth First Search,10,1167
26,7,Random Walk,10,11
26,7,Euclidean,10,1167
26,8,Depth First Search,24,389
26,8,Random Walk,24,1077
26,8,Euclidean,24,389
26,9,Depth First Search,12,183
26,9,Random Walk,12,997
26,9,Euclidean,12,183
27,0,Depth First Search,70,543
27,0,Random Walk,70,585
27,0,Euclidean,70,543
27,1,Depth First Search,37,124
27,1,Random Walk,37,190
27,1,Euclidean,37,124
27,2,Depth First Search,70,831
27,2,Random Walk,70,885
27,2,Euclidean,70,831
27,3,Depth First Search,53,482
27,3,Random Walk,53,704
27,3,Euclidean,53,482
27,4,Depth First Search,19,1214
27,4,Random Walk,19,814
27,4,Euclidean,19,1214
27,5,Depth First Search,71,638
27,5,Random Walk,71,372
27,5,Euclidean,71,638
27,6,Depth First Search,45,86
27,6,Random Walk,45,150
27,6,Euclidean,45,86
27,7,Depth First Search,58,289
27,7,Random Walk,58,669
27,7,Euclidean,58,289
27,8,Depth First Search,19,30
27,8,Random Walk,19,36
27,8,Euclidean,19,30
27,9,Depth First Search,58,479
27,9,Random Walk,58,685
27,9,Euclidean,58,479
28,0,Depth First Search,12,925
28,0,Random Walk,12,57
28,0,Euclidean,12,925
28,1,Depth First Search,7,1240
28,1,Random Walk,7,8
28,1,Euclidean,7,1240
28,2,Depth First Search,59,730
28,2,Random Walk,59,558
28,2,Euclidean,59,730
28,3,Depth First Search,28,157
28,3,Random Walk,28,1157
28,3,Euclidean,28,157
28,4,Depth First Search,51,646
28,4,Random Walk,51,650
28,4,Euclidean,51,646
28,5,Depth First Search,33,166
28,5,Random Walk,33,166
28,5,Euclidean,33,166
28,6,Depth First Search,53,360
28,6,Random Walk,53,294
28,6,Euclidean,53,360
28,7,Depth First Search,28,217
28,7,Random Walk,28,85
28,7,Euclidean,28,217
28,8,Depth First Search,28,129
28,8,Random Walk,28,791
28,8,Euclidean,28,129
28,9,Depth First Search,45,214
28,9,Random Walk,45,184
28,9,Euclidean,45,214
29,0,Depth First Search,40,549
29,0,Random Walk,40,635
29,0,Euclidean,40,549
29,1,Depth First Search,13,34
29,1,Random Walk,13,114
29,1,Euclidean,13,34
29,2,Depth First Search,26,1175
29,2,Random Walk,26,785
29,2,Euclidean,26,1175
29,3,Depth First Search,33,1064
29,3,Random Walk,33,874
29,3,Euclidean,33,1064
29,4,Depth First Search,32,849
29,4,Random Walk,32,1067
29,4,Euclidean,32,849
29,5,Depth First Search,28,1067
29,5,Random Walk,28,851
29,5,Euclidean,28,1067
29,6,Depth First Search,5,284
29,6,Random Walk,5,966
29,6,Euclidean,5,284
29,7,Depth First Search,13,212
29,7,Random Walk,13,186
29,7,Euclidean,13,212
29,8,Depth First Search,14,41
29,8,Random Walk,14,1215
29,8,Euclidean,14,41
29,9,Depth First Search,31,854
29,9,Random Walk,31,1044
29,9,Euclidean,31,854
30,0,Depth First Search,34,687
30,0,Random Walk,34,1137
30,0,Euclidean,34,687
30,1,Depth First Search,26,527
30,1,Random Walk,26,75
30,1,Euclidean,26,527
30,2,Depth First Search,36,473
30,2,Random Walk,36,283
30,2,Euclidean,36,473
30,3,Depth First Search,54,973
30,3,Random Walk,54,223
30,3,Euclidean,54,973
30,4,Depth First Search,32,563
30,4,Random Walk,32,801
30,4,Euclidean,32,563
30,5,Depth First Search,55,636
30,5,Random Walk,55,786
30,5,Euclidean,55,636
30,6,Depth First Search,80,635
30,6,Random Walk,80,595
30,6,Euclidean,80,635
30,7,Depth First Search,30,343
30,7,Random Walk,30,393
30,7,Euclidean,30,343
30,8,Depth First Search,33,1098
30,8,Random Walk,33,174
30,8,Euclidean,33,1098
30,9,Depth First Search,39,424
30,9,Random Walk,39,450
30,9,Euclidean,39,424
31,0,Depth First Search,26,977
31,0,Random Walk,26,289
31,0,Euclidean,26,977
31,1,Depth First Search,23,224
31,1,Random Walk,23,932
31,1,Euclidean,23,224
31,2,Depth First Search,18,115
31,2,Random Walk,18,1049
31,2,Euclidean,18,115
31,3,Depth First Search,19,174
31,3,Random Walk,19,754
31,3,Euclidean,19,174
31,4,Depth First Search,21,100
31,4,Random Walk,21,1216
31,4,Euclidean,21,100
31,5,Depth First Search,37,590
31,5,Random Walk,37,788
31,5,Euclidean,37,590
31,6,Depth First Search,32,1077
31,6,Random Walk,32,783
31,6,Euclidean,32,1077
31,7,Depth First Search,28,491
31,7,Random Walk,28,321
31,7,Euclidean,28,491
31,8,Depth First Search,33,596
31,8,Random Walk,33,698
31,8,Euclidean,33,596
31,9,Depth First Search,22,157
31,9,Random Walk,22,1171
31,9,Euclidean,22,157
32,0,Depth First Search,10,69
32,0,Random Walk,10,89
32,0,Euclidean,10,69
32,1,Depth First Search,24,261
32,1,Random Walk,24,279
